@relation vowel_insig_0.95_clustered

@attribute Instance_number numeric
@attribute attr_1 numeric
@attribute attr_2 numeric
@attribute attr_3 numeric
@attribute attr_4 numeric
@attribute attr_5 numeric
@attribute attr_6 numeric
@attribute attr_7 numeric
@attribute attr_8 numeric
@attribute attr_9 numeric
@attribute attr_10 numeric
@attribute attr_11 numeric
@attribute attr_12 numeric
@attribute Classes {class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9}

@data
896,0.062411,-0.031472,0.19801,-0.105766,-0.189475,-0.050474,-0.13698,-0.733053,0.261183,-0.166718,0.328499,-0.531898,class5,cluster1
897,-0.002959,0.016119,-0.070703,0.464202,0.163189,0.091754,-0.283617,-1.249593,-0.270278,-0.937436,-0.640538,0.779539,class6,cluster6
898,0.009525,-0.214089,0.297993,0.399589,-0.339317,0.169504,0.229776,-0.680404,-0.454449,-0.747643,-0.949848,1.976372,class7,cluster6
899,0.042976,-0.052671,0.044165,0.093959,-0.145704,0.082423,-0.106654,-0.516455,-0.080691,-0.437804,0.851611,-0.200148,class8,cluster1
900,0.057817,0.228032,-0.10073,0.143212,-0.345975,1.295948,-0.412209,-0.698041,-0.353495,-0.568687,1.56265,-0.788242,class9,cluster1
901,0.037966,0.152592,-0.288979,0.204165,0.083077,-0.106968,-0.011068,-0.735973,0.628309,-0.043747,0.924425,-0.000527,class10,cluster1
902,0.073595,-0.055969,0.198707,-0.223779,0.038803,0.054243,-0.0114,0.332535,-0.210718,0.5773,2.835644,-0.829196,class0,cluster1
903,0.08982,0.160219,-0.268879,-0.109576,-0.298104,0.139862,0.052032,-0.015549,0.581257,-0.224638,1.761521,-0.44409,class1,cluster1
904,-0.013587,-0.18572,0.298864,0.238152,0.661813,-0.248276,-0.270145,-0.927385,0.372033,1.125515,0.870126,-1.467002,class2,cluster0
905,0.00636,-0.314232,0.327327,0.029586,0.846034,-0.658729,-0.194049,-0.67702,0.223562,0.749659,0.048598,-0.54357,class3,cluster0
906,-0.010498,0.020089,0.173949,0.476718,0.060178,-0.558854,0.537953,-1.219203,0.137491,-0.096262,-0.829782,0.284394,class4,cluster6
907,0.069481,-0.027883,0.094835,-0.149501,-0.190985,-0.011139,-0.101474,-0.738397,0.30581,-0.235386,0.472445,-0.515301,class5,cluster1
908,0.037108,0.070089,-0.13947,0.171687,-0.053236,0.268767,-0.33694,-1.418517,-0.088176,-1.046459,-0.497967,0.595925,class6,cluster6
909,0.029971,-0.124988,0.110739,0.240607,-0.085024,0.267195,0.039947,-0.73847,-0.331741,-0.78467,-0.923136,2.019591,class7,cluster6
910,0.051299,0.060368,-0.095834,0.086212,-0.203159,-0.018381,0.052333,-0.608805,0.012906,-0.665851,0.79907,-0.447007,class8,cluster1
911,0.040168,0.143075,-0.145706,0.306447,-0.404031,1.229308,-0.374845,-0.536593,-0.309116,-0.697321,1.530856,-0.547784,class9,cluster1
912,0.050193,0.075466,-0.280991,0.114471,-0.113613,0.025561,0.013429,-0.732756,0.71135,-0.058451,0.970482,0.273887,class10,cluster1
913,0.080889,-0.049458,0.061024,-0.288264,0.18521,0.145268,0.093185,0.310682,-0.166998,0.572288,2.855052,-1.030745,class0,cluster1
914,0.081417,0.233005,-0.305379,-0.110322,0.010279,0.051675,-0.156691,-0.328767,0.539863,-0.069449,1.803952,-0.583352,class1,cluster1
915,-0.005499,-0.172649,0.180735,0.223688,0.650225,-0.15033,-0.237825,-0.784495,0.390404,0.899379,0.837833,-1.426015,class2,cluster0
916,0.009502,-0.349112,0.318233,0.019388,0.661811,-0.643496,-0.12577,-0.713357,0.199726,0.626993,0.167836,-0.432487,class3,cluster0
917,-0.006907,0.023787,-0.008838,0.472554,0.336817,-0.470732,0.604155,-0.944045,0.207866,-0.120037,-0.895741,0.360269,class4,cluster0
918,0.059861,-0.011377,-0.155359,-0.054099,-0.063533,-0.234639,0.098119,-0.73425,0.478971,-0.268283,0.726975,-0.413794,class5,cluster1
919,0.049443,0.129805,-0.409405,0.104179,0.029361,-0.023452,0.171994,-1.428836,0.176394,-0.960657,-0.302749,0.770469,class6,cluster6
920,0.036281,-0.042904,-0.073565,0.207091,0.066889,0.248178,-0.068804,-0.821878,-0.10539,-0.744135,-0.764078,2.034886,class7,cluster6
921,0.062592,0.100178,-0.13354,0.030615,-0.316826,0.019159,0.004875,-0.631433,0.05029,-0.846816,0.807733,-0.528179,class8,cluster1
922,0.048185,0.163562,-0.177495,0.275162,-0.391865,1.139051,-0.464755,-0.339506,-0.18072,-0.735937,1.506197,-0.249685,class9,cluster1
923,0.061613,0.016521,-0.383464,0.061678,-0.217203,0.095955,0.285303,-0.524423,0.775787,-0.188431,1.003357,0.262496,class10,cluster1
924,-0.082819,-0.264827,0.285089,0.131051,-0.260149,-0.123188,0.172437,0.116876,0.14335,0.482208,2.18002,-1.519449,class0,cluster3
925,-0.068809,0.46458,-0.140701,0.39414,-0.304206,0.332561,0.186374,-0.309908,0.017885,-0.331604,1.533176,-0.74704,class1,cluster1
926,-0.003769,-0.094427,-0.040293,-0.454317,-0.049085,0.264101,0.455425,-0.48609,0.578179,0.402839,0.86546,-0.47515,class2,cluster5
927,-0.023398,-0.015994,0.322981,-0.430904,0.026107,-0.155844,-0.047075,-1.383967,0.817988,0.711798,-0.257772,-0.571258,class3,cluster5
928,-0.022621,0.069739,0.317196,-0.230759,-0.350746,-0.52735,-0.128261,-0.784969,0.620748,-0.277418,-0.780198,0.752007,class4,cluster6
929,-0.038412,0.155123,0.010336,-0.084832,-0.028558,-0.349119,-0.012124,-0.978207,0.860685,-0.051047,-0.631716,0.629516,class5,cluster6
930,-0.048307,0.179626,0.223013,0.054114,0.26535,-0.385881,0.559634,0.021285,0.182205,-0.05074,-1.041655,0.739481,class6,cluster0
931,-0.011906,0.444107,0.499435,-0.125721,0.092439,-0.438155,-0.047832,0.334131,-0.333264,-0.580491,-1.203704,1.573824,class7,cluster6
932,-0.101569,-0.054797,0.384808,0.59093,-0.178934,0.144701,0.406861,1.028299,-0.351752,-0.21315,0.169216,0.963654,class8,cluster4
933,-0.123274,-0.209977,0.191944,0.658737,-0.335057,0.762429,0.03107,0.157254,-0.579696,-0.655,0.798409,-0.458568,class9,cluster3
934,-0.001683,-0.038872,-0.115098,-0.350264,-0.326554,0.132501,0.34203,-0.415575,0.511209,-0.501167,0.222176,-0.241466,class10,cluster2
935,-0.091796,-0.212659,0.081645,0.196821,-0.008734,-0.156734,0.222814,-0.021851,0.190969,0.334403,2.08015,-2.04442,class0,cluster3
936,-0.046804,0.619347,-0.098633,0.254832,-0.303893,0.118369,0.425755,-0.24255,-0.163112,-0.582959,1.25818,-1.255248,class1,cluster1
937,-0.010216,-0.059893,0.026413,-0.443189,-0.009256,0.268557,0.272833,-0.743922,0.466663,0.390214,0.844497,-0.794936,class2,cluster5
938,-0.047612,-0.089425,0.507181,-0.282641,0.083497,-0.113161,-0.119355,-1.312775,0.570717,0.856144,-0.320368,-0.534075,class3,cluster5
939,-0.021651,0.04388,0.42505,-0.194516,-0.601577,-0.331502,-0.12577,-0.648976,0.560203,-0.374401,-0.812614,0.61846,class4,cluster6
940,-0.059432,0.13143,-0.025412,0.056803,0.159379,-0.486876,0.095892,-0.915895,0.769162,0.002263,-0.59754,0.531235,class5,cluster6
941,-0.052372,0.218688,0.16669,0.109472,0.403268,-0.413092,0.518476,0.152033,0.184832,-0.114054,-1.152445,0.789896,class6,cluster0
942,0.011583,0.462984,0.526023,-0.326618,0.125816,-0.316251,-0.118264,0.351156,-0.291746,-0.454373,-1.177587,1.613133,class7,cluster6
943,-0.093015,0.05406,0.458137,0.517663,-0.040371,0.02175,0.395041,1.117119,-0.407415,-0.059266,0.196211,0.736526,class8,cluster4
944,-0.126728,-0.220221,0.208343,0.711014,-0.403409,0.754384,0.097087,0.275048,-0.582506,-0.664227,0.814489,-0.340796,class9,cluster3
945,-0.012397,-0.0095,-0.125859,-0.243442,-0.323914,-0.003049,0.466213,-0.367625,0.497205,-0.528221,0.187643,-0.2588,class10,cluster2
946,-0.105569,-0.196828,0.009337,0.311091,0.056875,-0.171355,0.222028,-0.128909,0.20495,0.198674,1.931232,-2.357699,class0,cluster3
947,-0.051956,0.645841,-0.101577,0.263981,-0.066345,0.039313,0.325996,-0.242725,-0.280583,-0.624794,1.091497,-1.385235,class1,cluster1
948,-0.019855,-0.028401,0.088154,-0.396291,0.01114,0.342201,0.06083,-1.006769,0.381374,0.372448,0.79078,-1.119565,class2,cluster5
949,-0.041177,-0.076674,0.420275,-0.302752,0.177984,-0.054854,-0.186723,-1.092785,0.647177,0.787795,-0.322843,-0.480518,class3,cluster5
950,-0.015494,0.043779,0.503859,-0.239416,-0.724424,-0.05843,-0.336271,-0.746489,0.465006,-0.456911,-0.831786,0.507047,class4,cluster6
951,-0.04575,0.127712,-0.065323,-0.00815,0.04314,-0.450682,0.121741,-0.719096,0.856267,-0.145138,-0.56329,0.46375,class5,cluster6
952,-0.039191,0.198839,0.240365,-0.031365,0.488495,-0.367587,0.579264,0.259286,0.156435,0.14083,-1.07631,0.78944,class6,cluster0
953,0.01753,0.493937,0.576709,-0.371021,0.123154,-0.349551,-0.218766,0.400911,-0.286217,-0.417072,-1.157836,1.672036,class7,cluster6
954,-0.08424,0.092263,0.436782,0.440953,0.038846,-0.010692,0.459964,1.137781,-0.412618,0.0021,0.260704,0.593943,class8,cluster4
955,-0.115895,-0.212695,0.121046,0.63305,-0.497301,0.894958,0.140949,0.056304,-0.482915,-0.632554,0.941498,-0.122037,class9,cluster3
956,-0.014881,0.063474,-0.33863,-0.210694,-0.030806,-0.079967,0.647407,-0.355467,0.58213,-0.460987,0.20746,-0.195101,class10,cluster2
957,-0.116497,-0.212446,0.01344,0.417679,-0.043492,-0.183559,0.324204,-0.142669,0.213364,0.126855,1.8618,-2.488748,class0,cluster3
958,-0.05307,0.643051,-0.122019,0.22384,0.228075,-0.044308,0.291628,-0.206594,-0.35851,-0.617342,0.881944,-1.596647,class1,cluster1
959,-0.054292,-0.05409,0.187138,-0.162921,0.061754,0.169134,-0.058246,-1.132593,0.261238,0.422874,0.788382,-1.226397,class2,cluster5
960,-0.022117,-0.043366,0.268424,-0.419907,0.224851,-0.037647,-0.105637,-0.976443,0.766614,0.660356,-0.304893,-0.50091,class3,cluster5
961,-0.03456,0.092804,0.311689,-0.125844,-0.310399,-0.298836,-0.358982,-0.870583,0.510087,-0.401576,-0.820735,0.544723,class4,cluster6
962,-0.035992,0.156084,-0.038229,-0.060147,-0.11625,-0.454585,0.031371,-0.711047,0.868531,-0.308724,-0.510313,0.292464,class5,cluster6
963,-0.03868,0.190573,0.290079,-0.039392,0.344152,-0.425818,0.707938,0.128276,0.06573,0.061948,-1.111561,0.778454,class6,cluster0
964,-0.01106,0.454569,0.659945,-0.15839,0.113051,-0.523921,-0.141131,0.43492,-0.372372,-0.316865,-1.099052,1.70788,class7,cluster6
965,-0.072801,0.095451,0.34439,0.3627,0.056448,0.111499,0.523505,1.146301,-0.410651,-0.085792,0.291437,0.548875,class8,cluster4
966,-0.121241,-0.235085,0.254634,0.672093,-0.678447,0.841904,-0.037016,0.013736,-0.409445,-0.512763,1.04208,0.131798,class9,cluster3
967,-0.015037,0.079009,-0.391454,-0.212457,0.179042,-0.032408,0.694502,-0.221852,0.567618,-0.385404,0.133299,-0.26196,class10,cluster0
968,-0.113459,-0.218069,-0.015958,0.398379,-0.038014,-0.131404,0.472839,-0.109288,0.252346,0.167947,1.844893,-2.70482,class0,cluster3
969,-0.034062,0.579953,-0.161569,0.085476,0.14698,-0.059424,0.588074,0.004215,-0.274248,-0.673883,0.80231,-1.709089,class1,cluster1
970,-0.0781,-0.061575,0.108499,0.024003,0.240883,0.041492,0.088514,-1.036821,0.191261,0.482057,0.896484,-1.1639,class2,cluster5
971,0.000192,-0.03942,0.195794,-0.582384,0.147273,-0.00126,0.118197,-0.949962,0.784934,0.588879,-0.219898,-0.573084,class3,cluster5
972,-0.058428,0.095247,0.211511,0.04557,-0.130873,-0.531264,-0.159848,-0.94767,0.520143,-0.341792,-0.826336,0.516711,class4,cluster6
973,-0.045294,0.18219,-0.032528,0.032052,-0.130795,-0.390098,-0.004583,-0.732292,0.803141,-0.369319,-0.521573,0.185265,class5,cluster6
974,-0.052836,0.179784,0.276704,0.07608,0.155896,-0.495229,0.597626,-0.194481,-0.022341,-0.275604,-1.169237,0.784678,class6,cluster0
975,-0.068446,0.338439,0.538466,0.297564,0.114588,-0.681068,0.370747,0.293767,-0.620276,-0.565291,-1.244889,1.632146,class7,cluster6
976,-0.075518,0.073863,0.35856,0.372959,0.039531,0.119164,0.453554,1.081535,-0.495431,-0.242808,0.183101,0.455819,class8,cluster4
977,-0.134136,-0.296021,0.310668,0.75321,-0.659245,0.744895,-0.023231,0.106772,-0.42089,-0.395619,1.089363,0.287792,class9,cluster3
978,-0.017753,0.092355,-0.20007,-0.167347,-0.088879,-0.005917,0.575788,-0.247352,0.505533,-0.407743,0.073678,-0.203892,class10,cluster2
979,-0.110969,-0.218492,-0.022833,0.364596,-0.020329,-0.161113,0.441474,-0.164074,0.258772,0.182752,1.886721,-2.670453,class0,cluster3
980,-0.030985,0.517182,-0.14431,0.072131,0.021809,0.002464,0.696492,0.151149,-0.238345,-0.622197,0.955303,-1.66289,class1,cluster1
981,-0.044592,-0.044305,-0.095424,-0.158862,0.134353,0.300914,0.25097,-0.80144,0.372534,0.376849,1.100929,-0.834689,class2,cluster5
982,0.007933,-0.043977,0.192554,-0.648637,0.060511,-0.034859,0.107625,-1.013879,0.80446,0.549064,-0.10245,-0.570231,class3,cluster5
983,-0.054852,0.131601,0.113285,0.048754,-0.059389,-0.594679,-0.012977,-0.814798,0.561939,-0.413913,-0.858294,0.483643,class4,cluster6
984,-0.041182,0.1938,-0.046449,0.005595,-0.183689,-0.374852,0.093198,-0.78621,0.779038,-0.393159,-0.484617,0.14422,class5,cluster6
985,-0.063764,0.199922,0.172582,0.139076,0.181562,-0.545962,0.329495,-0.60157,-0.071627,-0.587792,-1.193788,0.725548,class6,cluster6
986,-0.063261,0.280694,0.402055,0.247272,0.098438,-0.651062,0.749247,0.191318,-0.598432,-0.59858,-1.231266,1.592555,class7,cluster6
987,-0.077063,0.015865,0.37614,0.357913,-0.108619,0.051538,0.468166,0.863563,-0.528382,-0.408304,0.13498,0.35399,class8,cluster4
988,-0.145239,-0.36143,0.300668,0.819022,-0.628679,0.750921,0.142153,0.082386,-0.472747,-0.299384,1.107755,0.438893,class9,cluster3
989,-0.016815,0.109398,0.001382,-0.146775,-0.40265,0.001631,0.47883,-0.258136,0.466415,-0.429557,0.048382,-0.19708,class10,cluster2
