@relation waveform-5000_insig_0.95_clustered

@attribute Instance_number numeric
@attribute attr_1 numeric
@attribute attr_2 numeric
@attribute attr_3 numeric
@attribute attr_4 numeric
@attribute attr_5 numeric
@attribute attr_6 numeric
@attribute attr_7 numeric
@attribute attr_8 numeric
@attribute attr_9 numeric
@attribute attr_10 numeric
@attribute attr_11 numeric
@attribute attr_12 numeric
@attribute attr_13 numeric
@attribute attr_14 numeric
@attribute attr_15 numeric
@attribute attr_16 numeric
@attribute attr_17 numeric
@attribute attr_18 numeric
@attribute attr_19 numeric
@attribute attr_20 numeric
@attribute attr_21 numeric
@attribute attr_22 numeric
@attribute attr_23 numeric
@attribute attr_24 numeric
@attribute attr_25 numeric
@attribute attr_26 numeric
@attribute attr_27 numeric
@attribute attr_28 numeric
@attribute attr_29 numeric
@attribute attr_30 numeric
@attribute attr_31 numeric
@attribute attr_32 numeric
@attribute attr_33 numeric
@attribute attr_34 numeric
@attribute attr_35 numeric
@attribute attr_36 numeric
@attribute attr_37 numeric
@attribute attr_38 numeric
@attribute attr_39 numeric
@attribute Classes {class0,class1,class2}
@attribute Cluster {cluster0,cluster1,cluster2}

@data
1558,-0.971534,-1.236162,0.081693,-0.095723,-0.15899,-0.166837,-1.540491,1.108337,0.751902,0.3282,-0.560601,-1.279587,-0.603423,-0.53214,-0.700667,-0.02539,0.829306,-0.844925,0.439875,0.132133,-0.747901,1.594709,0.271363,-0.431664,0.992767,-1.368596,-1.437027,-0.33356,0.92044,-1.640106,0.227765,0.053017,0.476328,0.396295,-1.886119,0.937092,0.996108,-2.651616,-1.939308,class1,cluster0
1559,0.002723,2.299474,-1.120255,-0.75423,-0.137617,-0.081496,-0.315974,-0.456806,0.471981,1.198323,0.058513,-0.971993,-0.040062,0.962294,0.517152,-1.040995,0.366798,2.749201,0.297131,1.009222,1.223059,-0.055138,-1.856911,0.687488,-0.453141,0.426675,0.630602,-2.015738,-0.948444,-0.014269,-0.800368,-0.454706,-1.244582,0.844082,-1.119547,0.692577,0.932708,0.005367,3.121402,class0,cluster1
1560,-0.020258,0.423291,-0.677672,0.533803,-0.104731,0.063061,0.936088,0.777447,-1.389457,-1.195522,0.060463,0.09303,0.098326,0.158694,-0.974058,-0.194812,0.085179,0.38183,-0.532104,-1.093071,0.315964,-0.449237,2.394496,-1.769671,-0.281984,0.664762,-1.107853,0.831318,1.557385,-0.40984,-0.591204,-0.066789,0.766105,-2.027222,1.233296,2.03497,2.485659,0.24354,-2.618192,class2,cluster0
1561,0.814012,-0.244806,1.035664,0.777441,1.017086,-0.816987,0.777534,-0.078185,0.349105,1.699055,1.464108,-0.821119,0.33246,-0.82837,-0.215526,-0.663592,1.893272,0.676197,0.768236,-0.071197,-1.233926,-0.644775,0.632614,-1.274423,-0.385203,0.212171,-1.071806,3.150221,-0.812418,-1.61273,-2.138597,0.556227,-0.405762,0.132121,-0.728078,0.483684,-0.500353,1.145398,2.415654,class0,cluster1
1562,0.253814,-1.176929,-1.849357,0.254412,-0.824569,1.894945,0.008215,0.178737,-0.271288,0.28785,-1.197805,-1.202979,0.349838,-1.04206,0.174738,0.483741,-0.511391,0.523263,1.0738,1.765643,-0.848536,-0.787266,-0.195396,0.226661,1.331972,-0.518178,1.615073,-1.622987,-0.429314,-0.685991,0.227902,0.597256,0.784489,-0.083296,0.085215,0.887831,-0.651952,2.964508,3.622259,class2,cluster2
1563,0.556255,0.259071,-0.573674,0.068588,-0.953635,0.610626,0.486169,-0.601089,-0.13515,-0.078132,1.210378,-0.766972,0.393238,0.061677,-1.272614,1.51004,-1.856129,0.035923,-1.414106,0.498648,0.194123,-0.591911,0.692529,-0.034419,-1.596429,0.892963,0.999638,0.690882,2.234174,0.354916,0.000652,-0.169349,-0.297235,1.043979,-1.040129,-1.560399,0.295163,-1.587514,-5.014781,class2,cluster0
1564,-0.331094,1.517978,0.050359,-1.035834,0.783343,0.201187,0.30115,-1.546887,-1.171843,-0.485752,0.046925,1.622691,0.438959,-0.396302,-0.804203,-0.072384,0.185898,3.321796,-0.880544,2.008263,2.422511,0.516571,0.650608,0.977389,1.244574,-0.631455,0.88995,-0.155439,0.36781,-0.268581,-1.435813,-1.98104,-0.163851,1.025408,0.36404,1.179602,0.458973,0.161314,3.755035,class0,cluster1
1565,-0.268728,-0.688716,0.050562,0.597807,0.521697,-0.4823,-1.310625,0.455875,0.756729,1.6265,0.823474,-0.704949,-0.367431,-0.972417,-0.200072,1.064922,0.068516,1.113242,-1.09388,-0.958648,0.533798,1.772674,0.088998,0.734352,-0.019675,1.62806,0.484307,-1.3606,-0.940121,-0.756451,-0.527847,-0.173819,0.148073,2.274969,0.941454,3.611391,-0.668144,3.267767,3.184473,class1,cluster1
1566,-0.628774,0.111768,-0.759109,-0.526272,-1.620085,1.095349,-0.307134,-0.540575,-0.913369,-0.106959,-0.463957,0.113091,-1.402849,0.797058,-0.040919,0.528624,0.358705,1.105903,-0.635704,0.283545,0.819094,0.12939,0.745376,0.702351,0.480412,-0.278402,-0.567972,0.72673,0.364578,-0.307662,1.094864,-0.143928,-2.274802,0.292361,-0.602507,0.355544,0.768985,0.689982,1.224557,class1,cluster1
1567,0.28767,1.09846,-1.226067,0.193241,0.936445,0.17489,-0.12318,-0.946437,-0.271146,-0.518509,0.706589,1.410978,-1.439664,0.480797,0.421233,-0.122937,-0.228638,-1.004501,-0.191626,-0.282234,-0.483747,1.055215,-0.451757,-0.567913,1.641714,1.225356,0.479037,-0.351694,0.249842,-0.837172,-1.048415,-0.078814,-0.912833,-1.598595,0.090079,-0.005726,-0.93356,-0.733799,2.407169,class1,cluster1
1568,-1.944747,1.07131,0.621798,0.186101,1.873539,-0.309039,0.930671,-0.714156,-0.722479,0.363552,-1.366657,-0.621548,0.241754,-0.253351,0.228361,1.40897,0.282831,-0.830736,0.345846,-1.033875,-0.195483,0.585844,-1.706544,-0.510256,0.799491,0.434825,1.48213,-1.193038,0.58612,-0.079459,-0.652939,1.126756,1.895729,0.262576,1.692733,0.390695,-1.464318,0.548007,2.332929,class0,cluster1
1569,0.820244,0.149829,0.098136,-2.803765,0.018567,-0.388133,0.636076,-0.07355,0.841458,-1.56797,-0.450193,-1.056521,-1.409282,-0.117686,0.38068,0.155736,-1.582243,-0.522441,-1.115779,-0.962686,0.6867,-0.256408,-0.018699,-1.786638,0.417646,1.907255,-1.833467,-1.012287,0.131629,0.008945,0.771418,-0.498072,1.120822,-0.323426,0.360286,-0.658571,0.315277,-1.080687,2.874822,class2,cluster1
1570,0.111891,-0.274966,-0.950186,-0.349849,-0.954124,0.462086,0.063574,-0.067402,1.37221,0.95358,-0.564508,1.551927,0.679595,0.259294,0.093694,-0.116775,0.388318,0.322539,0.680462,1.984246,-1.078574,-1.844184,0.56103,0.410006,0.780449,1.395656,0.192811,0.348555,0.123539,0.140069,-0.305656,0.462614,-1.530191,0.450342,0.473711,1.214891,0.608619,1.500381,0.835633,class2,cluster1
1571,0.816094,0.421576,-0.46644,2.812839,0.124522,1.49618,-0.571798,1.668592,1.321368,-0.463911,-0.7203,-0.506782,-0.645395,-0.246649,-0.621804,-0.532898,-0.121354,1.586523,-1.559172,-0.105194,0.413478,0.180702,-0.393773,0.229692,1.478872,-0.768661,2.560701,2.000465,-0.154413,-1.227203,-1.427255,0.759519,-1.589784,-0.634493,-0.343119,1.209019,-0.367452,1.131331,-3.7028,class2,cluster0
1572,-1.265293,-0.521674,-0.808968,-0.163932,1.126612,-0.556683,-1.807885,-0.182331,-0.039873,-0.20179,-0.271563,-0.703138,-0.583831,1.421794,1.603706,0.287772,-1.077336,0.395474,1.127112,1.349715,1.165888,-0.128136,0.51037,-0.520029,-0.077484,0.809437,-0.981851,0.540055,-1.93875,0.921219,0.618296,1.411162,-1.950834,0.261176,0.862194,-0.387371,-0.598859,-3.345072,-0.469173,class1,cluster1
1573,1.055863,0.494134,-1.665172,-0.227577,0.157338,0.679674,-0.377892,0.296911,0.444452,0.512092,1.116255,-1.580672,0.1236,2.164075,0.820941,-0.100435,0.351312,0.373284,0.198288,0.351286,0.95228,-1.369222,1.584211,-0.179666,1.422656,0.003884,-0.533097,0.397445,0.141203,-0.765974,1.348598,-0.721328,-1.296808,-0.256615,1.48207,2.336541,-0.540438,-0.720139,1.674259,class0,cluster2
1574,-1.84259,-0.320173,0.413713,0.515334,-0.103637,1.057574,-0.525151,-1.644181,-0.321705,0.597042,1.358414,-0.306551,-0.297607,0.409534,-0.024282,-0.127647,-2.073872,-0.085932,1.051456,0.821132,0.933116,0.737835,1.91117,0.178057,0.441077,-0.311631,1.111772,-0.162018,-0.162143,0.67571,-1.625351,1.728435,-1.993055,-0.037483,0.236055,-2.310385,-0.922643,-0.299146,1.145225,class0,cluster2
1575,-1.633018,-0.054273,-0.227874,-0.212373,0.700323,0.714675,-0.432764,-0.234468,-0.645635,-0.409,0.79368,0.566326,0.354782,-0.683929,0.546087,-0.336172,1.050638,-2.007036,0.60779,-0.339985,-1.379835,1.43209,-0.625822,-0.102037,1.979148,0.708475,1.650362,0.920282,0.651056,0.639614,0.529789,0.365534,1.745424,-0.314899,0.523334,-1.391574,0.720762,0.457663,2.803279,class1,cluster2
1576,-1.787025,-0.713498,-0.424349,0.776009,-0.575694,-0.176569,0.571178,-0.242966,-0.155202,0.002477,0.422001,0.845183,0.006565,0.912687,1.610888,0.083064,-0.31753,0.759632,1.722391,0.949282,0.080995,-0.369776,-1.363108,1.813935,0.501309,0.265021,2.312561,-0.864739,1.248529,-1.140819,0.107863,-0.367475,0.362961,-0.244381,-0.140095,-0.212445,0.23629,-1.464695,-0.447266,class1,cluster1
1577,-0.55466,0.444592,-0.12024,0.554473,0.541942,1.244238,-0.086918,0.667681,1.580551,0.087948,0.43551,1.121843,-0.358069,-0.650337,-0.979937,2.350988,-0.900117,-0.484754,1.240317,0.473203,-1.115725,0.268847,0.107488,0.24016,1.115481,1.602771,0.044157,1.474702,0.450548,-1.612594,0.136973,0.553049,0.034135,0.79894,0.128764,1.054594,-1.405366,-0.386509,2.847975,class0,cluster1
1578,-0.903971,0.105009,0.814731,1.731453,-1.02317,-0.522079,-0.015422,1.008107,1.775272,0.394587,-0.519801,0.074433,-1.715129,0.107538,-0.430222,0.482682,-1.554849,-0.68337,0.648169,0.489811,0.102907,0.814199,-0.144235,-0.679211,-1.153822,0.865375,-1.11057,0.905537,0.272888,-2.338887,1.213412,-2.102356,0.580771,-0.257365,-1.11465,1.477784,-1.370385,-0.998488,1.962524,class1,cluster1
1579,0.532873,0.190683,-0.737069,1.701426,0.659925,-0.369242,0.313904,-0.817034,0.933267,0.082544,1.489028,0.947102,-1.578122,0.065611,3.112512,-0.65736,-0.539123,-0.238886,0.203316,0.734552,0.151222,-0.592766,0.430372,-2.249164,0.412904,0.434938,1.946331,-0.926805,0.995888,0.378821,-0.993007,-1.910811,0.63487,0.052811,0.50206,-0.318796,-0.646123,1.923717,1.793846,class0,cluster1
1580,-1.061737,-0.923899,1.23809,-0.746804,-0.393103,1.657609,-1.592689,0.146774,-1.067791,-0.183218,-1.275003,-0.009658,-0.662345,1.143494,0.728556,0.490919,-0.938904,0.57471,-0.346975,0.900195,-1.549523,-0.893013,-0.38473,-0.710769,-1.331878,1.223934,-1.947915,-0.413703,-2.463481,0.304682,-1.708651,-0.53492,1.109008,1.284061,-0.482563,0.280021,-0.497593,0.968042,2.030042,class0,cluster2
1581,0.515634,0.452851,0.828888,0.828247,0.000834,-0.591621,1.537948,-0.825929,-0.378576,-0.105986,1.731448,-0.619582,-0.918983,-0.953872,-0.365571,0.988636,1.359714,-0.921457,0.185342,0.664516,0.983158,0.099019,-1.171828,0.856303,0.80538,-2.320019,1.091256,-0.106584,1.33549,0.55156,1.433432,1.449858,1.473852,0.156343,-1.088541,1.379418,-1.840582,-1.519094,0.188575,class1,cluster2
1582,2.134589,-0.635059,-1.351487,0.023251,0.340152,-0.933453,3.640656,0.646267,-0.915903,-1.731008,1.18465,-0.413808,-0.329013,0.451382,1.797871,0.686247,-1.164988,-1.32637,0.094654,0.022901,0.485952,0.3903,-1.117663,-1.035897,-0.651241,-0.015439,-0.008017,0.771653,-0.988479,-0.166218,-1.435928,-0.832451,0.886618,0.703619,0.911922,-2.616951,-0.666948,0.012325,2.542472,class1,cluster1
1583,-0.754709,0.47107,1.503561,2.151473,-0.393779,0.4355,0.59852,0.110019,-0.317911,-0.270006,0.31446,1.189794,-0.793319,0.50245,0.135884,1.287652,0.412319,-0.025257,0.697748,-0.978923,0.093561,0.467266,0.51285,0.414037,-0.488749,-0.766934,-1.175763,0.582438,0.146563,0.047219,0.518007,0.244471,-1.045887,-0.963033,0.252491,0.358334,-0.317833,1.063565,-3.748549,class2,cluster0
1584,1.395664,0.321938,-1.042461,1.781359,-0.176615,0.616222,1.144016,0.048368,-0.320922,-0.223911,0.920009,-1.097287,-1.528516,0.331339,0.002401,-1.2256,0.64114,-0.087144,0.440971,1.058077,-0.665664,-0.150753,-0.771975,1.603347,-1.080372,0.047508,1.182884,0.099713,1.386659,0.178295,0.643412,-1.384119,-1.191401,0.43068,0.036314,3.125321,-2.347312,0.902098,-0.599164,class1,cluster2
1585,-0.609857,0.465084,-0.048494,-0.006759,-0.340336,-1.10515,-0.793279,-0.891709,0.756816,2.023015,-0.607588,-0.836693,-0.614383,-1.323832,0.300754,-1.08759,-1.211242,-0.429678,0.133684,0.278145,1.733787,-1.595761,0.971894,0.227645,-0.933809,-1.633253,-1.773822,-1.340548,0.715221,-1.372832,-0.145677,1.020959,-0.30728,-0.919892,-1.341867,0.804703,-1.037598,2.829326,0.569731,class2,cluster2
1586,0.746907,-1.200831,-0.601267,0.012177,-0.061241,1.153042,1.917355,0.320802,-0.375894,-0.233253,0.185092,0.054616,2.697713,0.898425,-1.324808,-0.182182,-0.0393,-0.156546,0.946953,1.052421,-0.286046,1.479051,1.014068,1.529687,0.880121,1.494031,-1.64742,1.072867,-0.040148,-1.192254,0.020556,-1.179822,1.12099,0.257455,-0.198055,1.202366,0.301384,1.418996,-1.205531,class2,cluster0
1587,0.285011,0.447239,1.470946,0.990973,-0.144253,0.224058,-0.754523,1.289,0.662114,-0.560612,0.548004,0.449426,1.181889,0.232431,-0.588338,0.155428,0.83758,0.555175,0.033631,1.131802,-0.134586,0.347357,0.864005,0.3227,0.74643,0.658939,-0.583021,0.976596,-1.646978,-0.774512,-0.820962,-1.509816,-0.224816,0.701616,0.038666,0.215594,-3.049129,-0.37438,2.587211,class0,cluster1
1588,1.153275,-0.549978,-0.21068,0.574842,0.817413,0.623019,-0.229722,1.65155,-0.536353,0.468997,1.2105,-1.880196,0.517944,-0.012931,-0.551629,-0.452268,-0.153203,0.000303,0.577723,-1.764358,1.414938,2.050596,0.333013,1.177861,-0.269791,-0.293618,1.369897,-2.990136,-0.547703,-0.6509,0.665372,-0.717381,-2.245813,-0.375224,0.593299,1.079414,0.882898,-0.972662,-3.226985,class2,cluster0
1589,-0.040933,0.335262,-0.869337,1.572549,-1.251941,1.08198,-0.361044,-0.516316,-0.537369,-1.662278,-0.591153,1.497072,-0.521058,-1.100436,0.570736,0.471717,-1.225037,-0.382041,0.15183,1.054946,0.356203,0.926408,1.325604,0.395085,-0.216686,-1.28022,0.337045,-0.539504,-0.742783,0.660786,2.291678,0.590926,0.28016,-0.170216,-0.33196,-0.128238,-2.065682,-0.525415,3.354917,class0,cluster2
1590,-0.071836,-0.494362,-0.199339,0.549956,0.041881,-0.925439,-0.737103,0.645183,-2.630142,0.304325,0.610261,-0.726054,1.84757,0.406469,-0.05392,2.65967,0.567012,-1.622562,-0.800168,-1.282275,0.407325,1.380044,0.98093,0.675775,-0.490524,-1.47456,-0.862044,-1.381685,-0.381878,-0.139166,-1.121955,-0.801103,-0.983182,-2.175108,0.820723,-1.717685,0.578907,-1.397705,1.8548,class0,cluster2
1591,2.270761,0.881659,0.367751,-0.676796,-1.848767,-2.44016,-1.508697,0.102262,0.805302,1.216993,-0.990691,-1.384685,0.323666,-1.058031,0.503487,0.000646,1.46708,1.163204,-0.010114,1.758804,-1.451318,0.30099,0.271987,0.641291,1.387172,0.702583,-0.273516,-0.793804,-0.260959,0.859987,0.164454,0.25867,0.758897,0.288849,0.608698,-0.25686,1.30484,0.418232,3.936123,class0,cluster1
1592,0.592563,-1.03624,-1.146103,-0.498931,0.089402,-0.890464,0.727293,-0.748672,-0.45788,-1.288007,0.429127,-0.948808,-0.092385,-1.016448,-0.478914,-1.154288,-0.928209,2.626236,0.189436,-1.055998,0.644137,1.594293,1.342475,0.52986,-1.743932,0.459665,-0.904057,1.737599,-0.124038,-0.328284,-2.22273,-0.054467,0.00998,0.745024,1.407586,0.580828,1.691755,-0.789141,-2.690751,class2,cluster0
1593,-0.866166,0.629028,-0.901986,0.486649,0.417384,-1.403834,0.212575,-0.467908,-0.916892,0.317855,2.430619,0.588979,0.868335,1.403244,0.596107,-0.469651,-1.017603,0.085097,-0.154655,-0.602276,-2.133239,0.091626,-1.730021,0.920828,0.013264,-1.293989,-0.234183,0.115907,0.506811,-0.83426,0.309157,0.87414,-1.069345,-0.236925,-0.695728,0.051169,0.56072,0.523317,-3.88421,class1,cluster0
1594,0.625415,-2.483879,0.535947,-0.697447,-1.775456,-0.075182,0.28389,-1.412972,-0.460396,-1.413008,0.839667,0.103117,-0.981193,-0.893425,-1.015718,0.314996,0.526222,-0.256158,-0.013094,1.238975,-1.368177,0.851485,-1.576354,0.048995,-0.092148,2.478163,0.085748,-0.662947,1.896803,-1.164634,1.248496,-2.40586,1.25542,0.262624,-0.174985,0.316131,-1.503239,-1.324057,-2.057568,class2,cluster0
1595,0.151524,-0.713312,1.204385,0.90183,2.444687,1.686399,0.85686,-0.225303,0.225023,1.229769,0.476626,0.547913,-0.00902,-1.094665,-0.186899,-0.478949,-0.597065,-2.2917,-1.351306,-0.90153,-0.256291,-0.062108,0.741935,0.478046,-0.637011,-0.186567,-0.389273,-0.160545,0.334942,-0.253869,0.411261,-1.125155,-1.397963,-1.780333,-0.422737,-0.665991,0.65849,-1.811658,0.80358,class1,cluster2
1596,0.112427,-0.922037,-0.319477,1.128413,1.17347,0.035463,-1.889656,0.560509,0.499398,0.261209,1.281081,0.684364,0.209382,2.03467,1.034268,0.454462,-0.585045,0.416305,0.705878,-0.35677,0.291879,-1.501507,-0.35021,-0.162384,-0.174021,0.458139,-0.418049,-1.056295,0.848323,-1.670696,-0.867723,0.946934,-1.239815,-0.706275,0.748032,-1.359341,1.393667,-1.008248,-3.10996,class1,cluster0
1597,-1.215171,0.077517,0.124405,1.432561,2.520819,1.087259,-1.321108,-1.570996,-1.700197,-1.610648,-0.982036,0.764499,-0.884508,-0.236656,0.159346,1.236194,-0.852002,-1.002079,0.360096,-0.746785,-1.45005,-0.377584,0.055718,-1.453938,0.143042,-0.000194,-1.488904,-1.495873,0.418462,1.172653,-0.118742,-1.303955,1.126886,0.073559,0.279554,-1.212335,0.152209,0.082623,2.98427,class0,cluster2
1598,-0.683111,-0.743108,-0.131428,1.396421,0.178844,-0.198931,0.673835,-0.18485,-0.891692,-0.031197,0.307904,-1.238468,-0.061732,-0.483581,-0.975983,-0.911451,0.641782,0.559048,0.433062,-0.465618,0.564604,1.437672,-1.55088,0.117094,1.273916,-0.420633,1.283009,-0.045233,1.351976,0.014548,-0.656201,1.254386,0.546926,-0.916106,0.590863,-0.165153,-0.874037,0.365144,-0.225147,class1,cluster1
1599,0.597869,-0.000085,-1.092445,-2.919217,-0.872566,-0.69842,-0.053198,0.347417,0.967939,0.922294,0.261146,1.673006,-0.581982,0.338891,-0.650798,0.839721,-1.350493,-0.174388,-0.446823,0.109426,2.838712,-0.976463,-0.086446,0.465153,1.028248,-2.340743,-0.261837,0.414026,-1.398483,-0.618352,0.337456,-0.117616,-1.166248,-0.853845,0.450076,0.641668,-0.251232,0.091717,-4.562084,class1,cluster0
1600,-0.714172,-0.594735,-1.807207,-0.242917,-0.360497,-0.2835,-0.637448,-0.4738,0.3158,-0.39816,2.317078,1.408242,-0.899917,-1.133548,0.463047,1.099481,0.311037,1.285885,-0.917635,-1.686069,-1.94754,1.519222,-1.744193,0.222709,-0.817135,-0.136965,1.088863,-1.309806,0.032946,-0.497148,-0.740361,-1.172602,0.520032,0.781784,2.130079,1.767814,-1.020661,-1.883326,-3.901602,class1,cluster0
1601,-0.885529,0.125724,0.120372,-0.193517,-1.390784,-1.578064,0.158361,-0.561653,0.701137,1.582742,-0.073368,0.237241,0.970816,0.040242,0.076259,1.107755,0.338545,1.113553,-1.895621,-0.209422,1.240106,-1.380561,1.216078,-0.105138,0.552237,1.692266,-0.004148,-0.013338,-0.68524,-0.355398,0.655867,-0.330752,0.981933,-0.796554,0.007648,-0.246648,-1.223098,0.313001,-4.311063,class2,cluster0
1602,-0.397877,0.67145,0.171536,0.052555,0.088648,1.134088,-0.069571,-0.367026,-0.659619,-0.627375,-0.481253,-0.476774,-1.642811,-0.885016,-0.364505,1.680339,-0.193475,1.21988,1.343536,-0.63012,1.327163,0.189694,-2.433945,-0.508732,0.323537,1.177665,-0.847843,0.119592,-1.24683,-1.584036,-0.686334,0.254933,1.590555,-1.230458,0.116776,-1.952851,0.743008,-2.217403,-4.277781,class2,cluster0
1603,0.794962,0.00709,-1.247083,1.298276,0.340505,0.236787,-0.309094,2.072257,0.20405,-0.889407,0.988903,-1.451605,0.217875,-0.530872,-0.334057,0.832542,0.896015,-0.011721,0.685124,-0.106697,0.999717,-0.516995,0.228481,-0.152576,0.471472,-0.883756,0.236206,0.123716,-0.018,0.787639,1.266817,0.330288,0.353341,-0.114191,0.975436,0.890665,-0.628984,-0.552472,-1.421853,class1,cluster0
1604,-0.11937,1.114943,0.209181,0.698382,-0.036862,-2.08418,0.22295,1.600246,0.437854,-1.221982,0.547236,1.771853,-0.729594,-0.142323,0.712285,-1.123528,0.495932,-0.263867,0.83125,-0.100085,-0.778152,-0.101791,-0.777615,-0.554677,0.3127,-0.978985,1.090566,-0.302005,-0.10694,0.00699,-0.56754,0.423625,-0.560666,-0.345091,2.128819,-1.298714,0.343421,-2.032757,-1.900784,class2,cluster0
1605,0.184567,0.629634,-0.425452,0.247703,1.185127,-0.356003,1.084411,1.222141,-0.392906,-0.827158,1.764097,-0.502657,0.008048,-0.952727,0.445751,0.84438,-1.830869,0.263546,-0.050626,-2.417882,0.7001,0.251029,-0.737736,0.52474,1.096945,-0.626212,0.644152,-2.792161,-0.885731,-2.143027,0.372203,-0.980358,1.196187,-0.847316,-0.754568,0.844175,-0.323491,0.415612,0.474046,class2,cluster2
1606,-0.503061,-0.550237,2.287855,0.759011,-1.786983,-1.68343,-1.9483,0.546528,-1.195297,-0.207289,0.237897,-0.717749,-0.287184,0.390322,-0.89574,0.488944,-1.076049,0.545114,1.785519,-0.134854,-0.062733,0.337035,0.045271,0.046419,-1.109269,2.802437,-0.552999,-0.259736,0.868425,-1.960036,-0.650221,-0.02231,-1.665443,0.250172,0.364242,0.918052,-0.787403,0.62597,2.645364,class0,cluster1
1607,-0.448473,1.449196,-1.066779,0.787132,-0.847093,-0.885001,-0.181165,1.42379,0.183969,0.557633,0.142657,0.673663,1.096443,-0.505872,-0.81701,0.832701,0.605527,-0.248908,0.786646,0.874875,1.172646,1.428552,-0.567666,1.187893,0.453793,0.653954,0.429596,1.791061,1.43008,-0.216186,-0.516333,0.797096,-1.310971,-1.657758,-0.281143,0.131402,-2.003852,0.839606,0.062309,class2,cluster1
1608,-0.418847,2.273696,-0.127251,0.468494,-0.488037,-0.947152,-0.372442,0.883559,-0.223425,1.449814,0.903354,0.558709,0.071149,-1.57713,-0.859082,-0.090391,0.305983,2.18101,-0.059664,0.06149,-0.183752,-0.368974,0.525445,-0.720654,0.970658,-0.097105,2.789698,-0.019827,-0.916976,0.308904,-0.487965,0.66754,-1.485492,0.938389,0.588813,0.368141,-1.139473,0.799955,-1.147528,class1,cluster1
1609,1.412559,-0.091922,-0.004055,-0.625103,-0.245695,-0.69378,-0.248952,-0.875717,0.229808,0.781923,1.420129,0.495618,-0.780024,1.017466,-0.841027,-1.097166,0.778903,2.556637,-0.332137,-1.604644,-0.919847,-1.142177,0.742398,0.242423,-0.30863,-1.305509,-0.001452,-0.70113,-0.650345,-0.171064,-0.038619,0.089747,-2.244404,-0.468442,0.393312,1.31926,0.129387,-0.591475,-0.427722,class1,cluster1
1610,-0.690092,-0.08513,-0.962847,0.901236,-0.989252,0.266171,0.033682,-0.498503,-0.001476,1.017108,-0.82534,1.045324,0.186421,-0.418166,-0.377771,0.759349,0.216408,0.447184,0.026202,0.219259,-0.980336,0.500646,0.679458,-0.274435,0.288467,0.815436,-0.602801,0.483724,-0.053337,0.80247,0.172995,0.423102,-0.108904,-0.232432,0.980912,0.41083,0.277269,1.181118,2.751648,class0,cluster1
1611,-0.170769,-0.023538,-0.282308,0.839795,-0.552219,-1.557601,-0.361615,-0.285135,0.620137,0.29605,0.260632,0.013673,-1.930087,0.236958,-0.286678,-0.424476,-0.669629,-0.836821,0.925858,-1.855945,0.487859,0.70043,-0.033266,-1.85045,3.098432,-0.113595,-0.243592,-0.696388,-1.687676,1.22308,1.194579,0.391599,0.853587,-0.581322,-0.751645,-0.390302,-0.923517,-0.04543,-4.889797,class1,cluster0
1612,-1.52822,0.507531,-0.672177,-0.836517,0.193675,-0.872944,-1.94763,2.011329,0.221765,-1.768031,-0.875949,-0.444993,0.038332,0.040902,0.52928,0.065103,0.528423,-0.93405,0.054559,-0.620027,-1.75518,1.469026,1.195456,-1.446712,-0.728386,0.067092,-1.832091,0.9869,1.134216,1.561106,0.32955,-0.095368,-0.994629,0.332953,-0.258851,-1.304981,0.027524,-0.894399,2.721996,class0,cluster2
1613,0.060846,-0.560808,0.88195,-1.537916,-0.785778,-0.819094,0.20672,0.034912,1.673005,-0.436055,0.953055,-1.943933,-0.779608,-1.623954,0.915819,0.633899,1.04087,0.18154,-1.135771,1.12813,0.17328,-0.37125,0.608122,0.344208,0.004129,0.991502,1.082533,-0.50398,-0.203148,0.570238,0.837837,0.672242,-0.343552,0.031646,0.226177,-1.105144,-0.670887,0.000959,-1.630158,class1,cluster0
1614,0.754071,2.195039,-0.994492,-0.600704,1.55224,-0.702067,-0.838424,-0.330803,-0.919925,-0.100055,2.624684,-0.191979,-1.170047,0.016792,-0.130645,1.943514,1.229388,-0.33112,0.267222,-0.112302,-0.985985,-0.215865,0.006383,0.198241,0.406903,0.269553,0.124874,1.545677,0.015494,0.215531,1.018053,-1.599443,0.512659,-0.511224,-0.175966,-0.325336,0.232348,0.084848,1.98229,class2,cluster1
1615,-0.223927,-1.65749,-0.473254,0.166843,1.243458,0.550911,1.217672,-0.052984,-0.45229,-0.512635,-0.558326,-2.313401,-1.425362,-0.063547,1.901887,-0.018714,-1.984441,1.590148,-0.248954,-0.045339,1.066108,-0.563379,-0.581491,-0.672702,0.92232,-1.416165,-0.79759,-0.523557,-0.255765,0.153114,-1.639687,0.928623,1.126011,0.022016,-1.984555,-0.957957,-2.594961,0.928656,-3.734419,class2,cluster0
